year,block,main_plot,fym_factor_level,rotation_type,rotation_factor_level,phase_number,test_or_treatment,crop_name,crop_code,crop_variety,management_note_id,note_id
1981,5,71,none,8-yr grass with N ley-arable,LLn8_1st_cycle,8,8th year ley treatment,grass ley with N,Ln8,S.51 timothy; S.215 meadow fescue,9.000,*
1982,5,71,none,8-yr grass with N ley-arable,LLn8_1st_cycle,9,1st test crop,winter wheat,W,Avalon,*,*
1983,5,71,none,8-yr grass with N ley-arable,LLn8_1st_cycle,10,2nd test crop,spring barley,B,Triumph,*,*
1984,5,71,none,8-yr grass with N ley-arable,LLn8_1st_cycle,1,1st year ley treatment,grass ley with N,Ln1,Climax timothy; meadow fescue,9.000,*
1985,5,71,none,8-yr grass with N ley-arable,LLn8_1st_cycle,2,2nd year ley treatment,grass ley with N,Ln2,Climax timothy; meadow fescue,9.000,*
1986,5,71,none,8-yr grass with N ley-arable,LLn8_1st_cycle,3,3rd year ley treatment,grass ley with N,Ln3,Climax timothy; meadow fescue,9.000,*
1987,5,71,none,8-yr grass with N ley-arable,LLn8_1st_cycle,4,4th year ley treatment,grass ley with N,Ln4,Climax timothy; meadow fescue,9.000,*
1988,5,71,none,8-yr grass with N ley-arable,LLn8_1st_cycle,5,5th year ley treatment,grass ley with N,Ln5,Climax timothy; meadow fescue,9.000,*
1989,5,71,none,8-yr grass with N ley-arable,LLn8_1st_cycle,6,6th year ley treatment,grass ley with N,Ln6,Climax timothy; meadow fescue,9.000,*
1990,5,71,none,8-yr grass with N ley-arable,LLn8_1st_cycle,7,7th year ley treatment,grass ley with N,Ln7,Climax timothy; meadow fescue,9.000,*
1991,5,71,none,8-yr grass with N ley-arable,LLn8_1st_cycle,8,8th year ley treatment,grass ley with N,Ln8,Climax timothy; meadow fescue,9.000,*
1992,5,71,none,8-yr grass with N ley-arable,LLn8_1st_cycle,9,1st test crop,winter wheat,W,Mercia,*,*
1993,5,71,none,8-yr grass with N ley-arable,LLn8_1st_cycle,10,2nd test crop,winter rye,R ,Amando,*,*
1994,5,71,none,8-yr grass with N ley-arable,LLn8_1st_cycle,1,1st year ley treatment,grass ley with N,Ln1,Erecta timothy; Bundy meadow fescue,9.000,*
1995,5,71,none,8-yr grass with N ley-arable,LLn8_1st_cycle,2,2nd year ley treatment,grass ley with N,Ln2,Erecta timothy; Bundy meadow fescue,9.000,*
1996,5,71,none,8-yr grass with N ley-arable,LLn8_1st_cycle,3,3rd year ley treatment,grass ley with N,Ln3,Erecta timothy; Bundy meadow fescue,9.000,*
1997,5,71,none,8-yr grass with N ley-arable,LLn8_1st_cycle,4,4th year ley treatment,grass ley with N,Ln4,Erecta timothy; Bundy meadow fescue,9.000,*
1998,5,71,none,8-yr grass with N ley-arable,LLn8_1st_cycle,5,5th year ley treatment,grass ley with N,Ln5,Erecta timothy; Bundy meadow fescue,9.000,*
1999,5,71,none,8-yr grass with N ley-arable,LLn8_1st_cycle,6,6th year ley treatment,grass ley with N,Ln6,Erecta timothy; Bundy meadow fescue,9.000,*
2000,5,71,none,8-yr grass with N ley-arable,LLn8_1st_cycle,7,7th year ley treatment,grass ley with N,Ln7,Erecta timothy; Bundy meadow fescue,9.000,*
2001,5,71,none,8-yr grass with N ley-arable,LLn8_1st_cycle,8,8th year ley treatment,grass ley with N,Ln8,Erecta timothy; Bundy meadow fescue,9.000,*
2002,5,71,none,8-yr grass with N ley-arable,LLn8_1st_cycle,9,1st test crop,winter wheat,W,Claire,*,*
2003,5,71,none,8-yr grass with N ley-arable,LLn8_1st_cycle,10,2nd test crop,winter rye,R ,Picasso:Nikita,*,*
2004,5,71,none,8-yr grass with N ley-arable,LLn8_1st_cycle,1,1st year ley treatment,grass ley with N,Ln1,Promesse timothy; Senu meadow fescue,9.000,*
2005,5,71,none,8-yr grass with N ley-arable,LLn8_1st_cycle,2,2nd year ley treatment,grass ley with N,Ln2,Promesse timothy; Senu meadow fescue,9.000,*
2006,5,71,none,8-yr grass with N ley-arable,LLn8_1st_cycle,3,3rd year ley treatment,grass ley with N,Ln3,Promesse timothy; Senu meadow fescue,9.000,*
2007,5,71,none,arable after 8-yr grass leys,Lln/AO,4,1st test crop,winter wheat,W,Glasgow,*,*
2008,5,71,none,arable after 8-yr grass leys,Lln/AO,5,2nd test crop,winter rye,R ,Matador,*,*
2009,5,71,none,arable after 8-yr grass leys,LLn/AO,1,1st treatment crop,winter rye,R ,Organic Matador,*,*
2010,5,71,none,arable after 8-yr grass leys,LLn/AO,2,2nd treatment crop,winter beans,BE,Wizard,*,*
2011,5,71,none,arable after 8-yr grass leys,LLn/AO,3,3rd treatment crop,winter oats,O,Gerald,*,*
2012,5,71,none,arable after 8-yr grass leys,LLn/AO,4,1st test crop,winter wheat,W,Solstice,*,*
2013,5,71,none,arable after 8 year grass leys,LLn/AO,5,2nd test crop,spring rye,R*,Ovid,*,9
2014,5,71,none,arable after 8-yr grass leys,LLn/AO,1,1st treatment crop,winter rye,R ,Kapitan,*,*
2015,5,71,none,arable after 8-yr grass leys,LLn/AO,2,2nd treatment crop,winter beans,BE,Wizard,*,*
2016,5,71,none,arable after 8-yr grass leys,LLn/AO,3,3rd treatment crop,winter oats,O,Mascani,*,*
2017,5,71,none,arable after 8-yr grass leys,LLn/AO,4,1st test crop,winter wheat,W,Crusoe,*,*
2018,5,71,none,arable after 8-yr grass leys,LLn/AO,5,2nd test crop,winter rye,R ,Mephisto,*,*
2019,5,71,none,arable after 8-yr grass leys,LLn/AO,1,1st treatment crop,winter rye,R ,Mephisto,*,*
2020,5,71,none,arable after 8-yr grass leys,LLn/AO,2,2nd treatment crop,winter beans,BE,Tundra,*,*
1938,5,72,FYM,alternating arable and ley-arable,Ar/Lu,0,Initialising phase,spring barley,B,Plumage Archer,*,24
1939,5,72,FYM,alternating arable and ley-arable,Ar/Lu,1,1st treatment crop,potatoes,P,Majestic,*,*
1940,5,72,FYM,alternating arable and ley-arable,Ar/Lu,2,2nd treatment crop,winter wheat,W,Red Standard,*,*
1941,5,72,FYM,alternating arable and ley-arable,Ar/Lu,3,3rd treatment crop,hay,H,Italian ryegrass; broad red clover,4.000,*
1942,5,72,FYM,alternating arable and ley-arable,Ar/Lu,4,1st test crop,potatoes,P,Majestic,*,*
1943,5,72,FYM,alternating arable and ley-arable,Ar/Lu,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1944,5,72,FYM,alternating arable and ley-arable,Ar/Lu,1,1st year ley treatment,lucerne,Lu1,Provence,3.000,*
1945,5,72,FYM,alternating arable and ley-arable,Ar/Lu,2,2nd year ley treatment,lucerne,Lu2,Grimm,3.000,*
1946,5,72,FYM,alternating arable and ley-arable,Ar/Lu,3,3rd year ley treatment,lucerne,Lu3,Argentine,3.000,*
1947,5,72,FYM,alternating arable and ley-arable,Ar/Lu,4,1st test crop,potatoes,P,Majestic,*,*
1948,5,72,FYM,alternating arable and ley-arable,Ar/Lu,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1949,5,72,FYM,alternating arable and ley-arable,Ar/Lu,1,1st treatment crop,potatoes,P,Majestic,*,*
1950,5,72,FYM,alternating arable and ley-arable,Ar/Lu,2,2nd treatment crop,winter rye,R ,King II,*,*
1951,5,72,FYM,alternating arable and ley-arable,Ar/Lu,3,3rd treatment crop,sugar beet,SBe,Klein E,*,*
1952,5,72,FYM,alternating arable and ley-arable,Ar/Lu,4,1st test crop,potatoes,P,Majestic,*,*
1953,5,72,FYM,alternating arable and ley-arable,Ar/Lu,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1954,5,72,FYM,alternating arable and ley-arable,Ar/Lu,1,1st year ley treatment,grazed ley,L1,S.23 perennial ryegrass; S.143 cocksfoot; S.123 late-flowering Montgomery red clover; S.100 white clover,1.000,*
1955,5,72,FYM,alternating arable and ley-arable,Ar/Lu,2,2nd year ley treatment,grazed ley,L2,S.24 perennial ryegrass; S.143 cocksfoot; S.123 late-flowering Montgomery red clover; S.100 white clover,1.000,*
1956,5,72,FYM,alternating arable and ley-arable,Ar/Lu,3,3rd year ley treatment,grazed ley,L3,S.24 perennial ryegrass; S.143 cocksfoot; S.123 late-flowering Montgomery red clover; S.100 white clover,1.000,*
1957,5,72,FYM,alternating arable and ley-arable,Ar/Lu,4,1st test crop,sugar beet,SBe,Klein E,*,*
1958,5,72,FYM,alternating arable and ley-arable,Ar/Lu,5,2nd test crop,spring barley,B,Herta,*,*
1959,5,72,FYM,alternating arable and ley-arable,Ar/Lu,1,1st treatment crop,potatoes,P,Majestic,*,*
1960,5,72,FYM,alternating arable and ley-arable,Ar/Lu,2,2nd treatment crop,winter rye,R ,King II,*,*
1961,5,72,FYM,alternating arable and ley-arable,Ar/Lu,3,3rd treatment crop,hay,H,S.24 perennial ryegrass; late-flowering red clover; alsike clover,4.000,*
1962,5,72,FYM,alternating arable and ley-arable,Ar/Lu,4,1st test crop,sugar beet,SBe,Klein E,*,*
1963,5,72,FYM,alternating arable and ley-arable,Ar/Lu,5,2nd test crop,spring barley,B,Proctor,*,*
1964,5,72,FYM,alternating arable and ley-arable,Ar/Lu,1,1st year ley treatment,sainfoin,S1,Common Sainfoin,3.000,*
1965,5,72,FYM,alternating arable and ley-arable,Ar/Lu,2,2nd year ley treatment,sainfoin,S2,Common Sainfoin,3.000,*
1966,5,72,FYM,alternating arable and ley-arable,Ar/Lu,3,3rd year ley treatment,sainfoin,S3,Common Sainfoin,3.000,*
1967,5,72,FYM,alternating arable and ley-arable,Ar/Lu,4,1st test crop,sugar beet,SBe,Klein E,*,*
1968,5,72,FYM,alternating arable and ley-arable,Ar/Lu,5,2nd test crop,spring barley,B,Maris Badger,*,*
1969,5,72,FYM,alternating arable and ley-arable,Ar/Lu,1,1st treatment crop,potatoes,P,Maris Piper,*,*
1970,5,72,FYM,alternating arable and ley-arable,Ar/Lu,2,2nd treatment crop,winter rye,R ,King II,*,*
1971,5,72,FYM,alternating arable and ley-arable,Ar/Lu,3,3rd treatment crop,carrots,C,Autumn King,*,*
1972,5,72,FYM,alternating arable and ley-arable,Ar/Lu,4,1st test crop,potatoes,P,Maris Piper,*,*
1973,5,72,FYM,alternating arable and ley-arable,Ar/Lu,5,2nd test crop,winter wheat,W,Cappelle,*,*
1974,5,72,FYM,8-yr grass with N ley-arable,LLn8_1st_cycle,1,1st year ley treatment,cut ley,L1,S.23 perennial ryegrass; S.143 cocksfoot; late-flowering red clover; alsike clover,*,23
1975,5,72,FYM,8-yr grass with N ley-arable,LLn8_1st_cycle,2,2nd year ley treatment,cut ley,L2,S.23 perennial ryegrass; S.143 cocksfoot; late-flowering red clover; alsike clover,*,23
1976,5,72,FYM,8-yr grass with N ley-arable,LLn8_1st_cycle,3,3rd year ley treatment,grass ley with N,Ln3,S.51 timothy; S.215 meadow fescue,9.000,11
1977,5,72,FYM,8-yr grass with N ley-arable,LLn8_1st_cycle,4,4th year ley treatment,grass ley with N,Ln4,S.51 timothy; S.215 meadow fescue,9.000,*
1978,5,72,FYM,8-yr grass with N ley-arable,LLn8_1st_cycle,5,5th year ley treatment,grass ley with N,Ln5,S.51 timothy; S.215 meadow fescue,9.000,*
1979,5,72,FYM,8-yr grass with N ley-arable,LLn8_1st_cycle,6,6th year ley treatment,grass ley with N,Ln6,S.51 timothy; S.215 meadow fescue,9.000,*
1980,5,72,FYM,8-yr grass with N ley-arable,LLn8_1st_cycle,7,7th year ley treatment,grass ley with N,Ln7,S.51 timothy; S.215 meadow fescue,9.000,*
1981,5,72,FYM,8-yr grass with N ley-arable,LLn8_1st_cycle,8,8th year ley treatment,grass ley with N,Ln8,S.51 timothy; S.215 meadow fescue,9.000,*
1982,5,72,FYM,8-yr grass with N ley-arable,LLn8_1st_cycle,9,1st test crop,winter wheat,W,Avalon,*,*
1983,5,72,FYM,8-yr grass with N ley-arable,LLn8_1st_cycle,10,2nd test crop,spring barley,B,Triumph,*,*
1984,5,72,FYM,8-yr grass with N ley-arable,LLn8_1st_cycle,1,1st year ley treatment,grass ley with N,Ln1,Climax timothy; meadow fescue,9.000,*
1985,5,72,FYM,8-yr grass with N ley-arable,LLn8_1st_cycle,2,2nd year ley treatment,grass ley with N,Ln2,Climax timothy; meadow fescue,9.000,*
1986,5,72,FYM,8-yr grass with N ley-arable,LLn8_1st_cycle,3,3rd year ley treatment,grass ley with N,Ln3,Climax timothy; meadow fescue,9.000,*
1987,5,72,FYM,8-yr grass with N ley-arable,LLn8_1st_cycle,4,4th year ley treatment,grass ley with N,Ln4,Climax timothy; meadow fescue,9.000,*
1988,5,72,FYM,8-yr grass with N ley-arable,LLn8_1st_cycle,5,5th year ley treatment,grass ley with N,Ln5,Climax timothy; meadow fescue,9.000,*
1989,5,72,FYM,8-yr grass with N ley-arable,LLn8_1st_cycle,6,6th year ley treatment,grass ley with N,Ln6,Climax timothy; meadow fescue,9.000,*
1990,5,72,FYM,8-yr grass with N ley-arable,LLn8_1st_cycle,7,7th year ley treatment,grass ley with N,Ln7,Climax timothy; meadow fescue,9.000,*
1991,5,72,FYM,8-yr grass with N ley-arable,LLn8_1st_cycle,8,8th year ley treatment,grass ley with N,Ln8,Climax timothy; meadow fescue,9.000,*
1992,5,72,FYM,8-yr grass with N ley-arable,LLn8_1st_cycle,9,1st test crop,winter wheat,W,Mercia,*,*
1993,5,72,FYM,8-yr grass with N ley-arable,LLn8_1st_cycle,10,2nd test crop,winter rye,R ,Amando,*,*
1994,5,72,FYM,8-yr grass with N ley-arable,LLn8_1st_cycle,1,1st year ley treatment,grass ley with N,Ln1,Erecta timothy; Bundy meadow fescue,9.000,*
1995,5,72,FYM,8-yr grass with N ley-arable,LLn8_1st_cycle,2,2nd year ley treatment,grass ley with N,Ln2,Erecta timothy; Bundy meadow fescue,9.000,*
1996,5,72,FYM,8-yr grass with N ley-arable,LLn8_1st_cycle,3,3rd year ley treatment,grass ley with N,Ln3,Erecta timothy; Bundy meadow fescue,9.000,*
1997,5,72,FYM,8-yr grass with N ley-arable,LLn8_1st_cycle,4,4th year ley treatment,grass ley with N,Ln4,Erecta timothy; Bundy meadow fescue,9.000,*
1998,5,72,FYM,8-yr grass with N ley-arable,LLn8_1st_cycle,5,5th year ley treatment,grass ley with N,Ln5,Erecta timothy; Bundy meadow fescue,9.000,*
1999,5,72,FYM,8-yr grass with N ley-arable,LLn8_1st_cycle,6,6th year ley treatment,grass ley with N,Ln6,Erecta timothy; Bundy meadow fescue,9.000,*
2000,5,72,FYM,8-yr grass with N ley-arable,LLn8_1st_cycle,7,7th year ley treatment,grass ley with N,Ln7,Erecta timothy; Bundy meadow fescue,9.000,*
2001,5,72,FYM,8-yr grass with N ley-arable,LLn8_1st_cycle,8,8th year ley treatment,grass ley with N,Ln8,Erecta timothy; Bundy meadow fescue,9.000,*
2002,5,72,FYM,8-yr grass with N ley-arable,LLn8_1st_cycle,9,1st test crop,winter wheat,W,Claire,*,*
2003,5,72,FYM,8-yr grass with N ley-arable,LLn8_1st_cycle,10,2nd test crop,winter rye,R ,Picasso:Nikita,*,*
2004,5,72,FYM,8-yr grass with N ley-arable,LLn8_1st_cycle,1,1st year ley treatment,grass ley with N,Ln1,Promesse timothy; Senu meadow fescue,9.000,*
2005,5,72,FYM,8-yr grass with N ley-arable,LLn8_1st_cycle,2,2nd year ley treatment,grass ley with N,Ln2,Promesse timothy; Senu meadow fescue,9.000,*
2006,5,72,FYM,8-yr grass with N ley-arable,LLn8_1st_cycle,3,3rd year ley treatment,grass ley with N,Ln3,Promesse timothy; Senu meadow fescue,9.000,*
2007,5,72,FYM,arable after 8-yr grass leys,Lln/AO,4,1st test crop,winter wheat,W,Glasgow,*,*
2008,5,72,FYM,arable after 8-yr grass leys,Lln/AO,5,2nd test crop,winter rye,R ,Matador,*,*
2009,5,72,FYM,arable after 8-yr grass leys,LLn/AO,1,1st treatment crop,winter rye,R ,Organic Matador,*,*
2010,5,72,FYM,arable after 8-yr grass leys,LLn/AO,2,2nd treatment crop,winter beans,BE,Wizard,*,*
2011,5,72,FYM,arable after 8-yr grass leys,LLn/AO,3,3rd treatment crop,winter oats,O,Gerald,*,*
2012,5,72,FYM,arable after 8-yr grass leys,LLn/AO,4,1st test crop,winter wheat,W,Solstice,*,*
2013,5,72,FYM,arable after 8 year grass leys,LLn/AO,5,2nd test crop,spring rye,R*,Ovid,*,9
2014,5,72,FYM,arable after 8-yr grass leys,LLn/AO,1,1st treatment crop,winter rye,R ,Kapitan,*,*
2015,5,72,FYM,arable after 8-yr grass leys,LLn/AO,2,2nd treatment crop,winter beans,BE,Wizard,*,*
2016,5,72,FYM,arable after 8-yr grass leys,LLn/AO,3,3rd treatment crop,winter oats,O,Mascani,*,*
2017,5,72,FYM,arable after 8-yr grass leys,LLn/AO,4,1st test crop,winter wheat,W,Crusoe,*,*
2018,5,72,FYM,arable after 8-yr grass leys,LLn/AO,5,2nd test crop,winter rye,R ,Mephisto,*,*
2019,5,72,FYM,arable after 8-yr grass leys,LLn/AO,1,1st treatment crop,winter rye,R ,Mephisto,*,*
2020,5,72,FYM,arable after 8-yr grass leys,LLn/AO,2,2nd treatment crop,winter beans,BE,Tundra,*,*
1938,5,73,FYM,arable,Ar,0,Initialising phase,spring barley,B,Plumage Archer,*,24
1939,5,73,FYM,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1940,5,73,FYM,arable,Ar,2,2nd treatment crop,winter wheat,W,Red Standard,*,*
1941,5,73,FYM,arable,Ar,3,3rd treatment crop,kale,K,Thousand Head,*,*
1942,5,73,FYM,arable,Ar,4,1st test crop,potatoes,P,Majestic,*,*
1943,5,73,FYM,arable,Ar,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1944,5,73,FYM,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1945,5,73,FYM,arable,Ar,2,2nd treatment crop,winter wheat,W,Red Standard,*,*
1946,5,73,FYM,arable,Ar,3,3rd treatment crop,sugar beet,SBe,Klein E,*,*
1947,5,73,FYM,arable,Ar,4,1st test crop,potatoes,P,Majestic,*,*
1948,5,73,FYM,arable,Ar,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1949,5,73,FYM,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1950,5,73,FYM,arable,Ar,2,2nd treatment crop,winter rye,R ,King II,*,*
1951,5,73,FYM,arable,Ar,3,3rd treatment crop,sugar beet,SBe,Klein E,*,*
1952,5,73,FYM,arable,Ar,4,1st test crop,potatoes,P,Majestic,*,*
1953,5,73,FYM,arable,Ar,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1954,5,73,FYM,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1955,5,73,FYM,arable,Ar,2,2nd treatment crop,winter rye,R ,King II,*,*
1956,5,73,FYM,arable,Ar,3,3rd treatment crop,carrots,C,James's Scarlet Intermediate,*,*
1957,5,73,FYM,arable,Ar,4,1st test crop,sugar beet,SBe,Klein E,*,*
1958,5,73,FYM,arable,Ar,5,2nd test crop,spring barley,B,Herta,*,*
1959,5,73,FYM,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1960,5,73,FYM,arable,Ar,2,2nd treatment crop,winter rye,R ,King II,*,*
1961,5,73,FYM,arable,Ar,3,3rd treatment crop,carrots,C,James's Scarlet Intermediate,*,*
1962,5,73,FYM,arable,Ar,4,1st test crop,sugar beet,SBe,Klein E,*,*
1963,5,73,FYM,arable,Ar,5,2nd test crop,spring barley,B,Proctor,*,*
1964,5,73,FYM,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1965,5,73,FYM,arable,Ar,2,2nd treatment crop,winter rye,R ,King II,*,*
1966,5,73,FYM,arable,Ar,3,3rd treatment crop,carrots,C,Autumn King,*,*
1967,5,73,FYM,arable,Ar,4,1st test crop,sugar beet,SBe,Klein E,*,*
1968,5,73,FYM,arable,Ar,5,2nd test crop,spring barley,B,Maris Badger,*,*
1969,5,73,FYM,arable,Ar,1,1st treatment crop,potatoes,P,Maris Piper,*,*
1970,5,73,FYM,arable,Ar,2,2nd treatment crop,winter rye,R ,King II,*,*
1971,5,73,FYM,arable,Ar,3,3rd treatment crop,carrots,C,Autumn King,*,*
1972,5,73,FYM,arable,Ar,4,1st test crop,potatoes,P,Maris Piper,*,*
1973,5,73,FYM,arable,Ar,5,2nd test crop,winter wheat,W,Cappelle,*,*
1974,5,73,FYM,arable,AF,1,1st treatment crop,potatoes,P,Maris Piper,*,*
1975,5,73,FYM,arable,AF,2,2nd treatment crop,spring barley,B,Julia,*,*
1976,5,73,FYM,arable,AF,3,3rd treatment crop,spring oats,O*,Manod,*,3
1977,5,73,FYM,arable,AF,4,1st test crop,winter wheat,W,Cappelle,*,*
1978,5,73,FYM,arable,AF,5,2nd test crop,spring barley,B,Porthos,*,*
1979,5,73,FYM,arable,AF,1,1st treatment crop,fallow,F,*,*,*
1980,5,73,FYM,arable,AF,2,2nd treatment crop,fallow,F,*,*,*
1981,5,73,FYM,arable,AF,3,3rd treatment crop,spring beans,BE*,Minden,*,4
1982,5,73,FYM,arable,AF,4,1st test crop,winter wheat,W,Avalon,*,*
1983,5,73,FYM,arable,AF,5,2nd test crop,spring barley,B,Triumph,*,*
1984,5,73,FYM,arable,AF,1,1st treatment crop,fallow,F,*,*,*
1985,5,73,FYM,arable,AF,2,2nd treatment crop,fallow,F,*,*,*
1986,5,73,FYM,arable,AF,3,3rd treatment crop,winter beans,BE,Banner,*,*
1987,5,73,FYM,arable,AF,4,1st test crop,winter wheat,W,Mercia,*,*
1988,5,73,FYM,arable,AF,5,2nd test crop,spring barley,B,Klaxon,*,*
1989,5,73,FYM,arable,AF,1,1st treatment crop,fallow,F,*,*,*
1990,5,73,FYM,arable,AF,2,2nd treatment crop,fallow,F,*,*,*
1991,5,73,FYM,arable,AF,3,3rd treatment crop,winter beans,BE,Banner,*,*
1992,5,73,FYM,arable,AF,4,1st test crop,winter wheat,W,Mercia,*,*
1993,5,73,FYM,arable,AF,5,2nd test crop,winter rye,R ,Amando,*,*
1994,5,73,FYM,arable,AF,1,1st treatment crop,fallow,F,*,*,*
1995,5,73,FYM,arable,AF,2,2nd treatment crop,fallow,F,*,*,*
1996,5,73,FYM,arable,AF,3,3rd treatment crop,winter beans,BE,Punch,*,*
1997,5,73,FYM,arable,AF,4,1st test crop,winter wheat,W,Hereward,*,*
1998,5,73,FYM,arable,AF,5,2nd test crop,winter rye,R ,Esprit,*,*
1999,5,73,FYM,arable,AM,1,1st treatment crop,winter rye,R ,Esprit,*,*
2000,5,73,FYM,arable,AM,2,2nd treatment crop,winter beans,BE,Punch C,*,*
2001,5,73,FYM,arable,AM,3,3rd treatment crop,forage maize,M,Orient,*,*
2002,5,73,FYM,arable,AM,4,1st test crop,winter wheat,W,Claire,*,*
2003,5,73,FYM,arable,AM,5,2nd test crop,winter rye,R ,Picasso:Nikita,*,*
2004,5,73,FYM,arable,AM,1,1st treatment crop,winter rye,R ,Picasso:Nikita,*,*
2005,5,73,FYM,arable,AM,2,2nd treatment crop,winter beans,BE,Clipper,*,*
2006,5,73,FYM,arable,AM,3,3rd treatment crop,forage maize,M,Hudson,*,*
2007,5,73,FYM,arable,AM,4,1st test crop,winter wheat,W,Glasgow,*,*
2008,5,73,FYM,arable,AM,5,2nd test crop,winter rye,R ,Matador,*,*
2009,5,73,FYM,arable,AO,1,1st treatment crop,winter rye,R ,Organic Matador,*,*
2010,5,73,FYM,arable,AO,2,2nd treatment crop,winter beans,BE,Wizard,*,*
2011,5,73,FYM,arable,AO,3,3rd treatment crop,winter oats,O,Gerald,*,*
2012,5,73,FYM,arable,AO,4,1st test crop,winter wheat,W,Solstice,*,*
2013,5,73,FYM,arable,AO,5,2nd test crop,spring rye,R*,Ovid,*,9
2014,5,73,FYM,arable,AO,1,1st treatment crop,winter rye,R ,Kapitan,*,*
2015,5,73,FYM,arable,AO,2,2nd treatment crop,winter beans,BE,Wizard,*,*
2016,5,73,FYM,arable,AO,3,3rd treatment crop,winter oats,O,Mascani,*,*
2017,5,73,FYM,arable,AO,4,1st test crop,winter wheat,W,Crusoe,*,*
2018,5,73,FYM,arable,AO,5,2nd test crop,winter rye,R ,Mephisto,*,*
2019,5,73,FYM,arable,AO,1,1st treatment crop,winter rye,R ,Mephisto,*,*
2020,5,73,FYM,arable,AO,2,2nd treatment crop,winter beans,BE,Tundra,*,*
1938,5,74,none,arable,Ar,0,Initialising phase,spring barley,B,Plumage Archer,*,24
1939,5,74,none,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1940,5,74,none,arable,Ar,2,2nd treatment crop,winter wheat,W,Red Standard,*,*
1941,5,74,none,arable,Ar,3,3rd treatment crop,kale,K,Thousand Head,*,*
1942,5,74,none,arable,Ar,4,1st test crop,potatoes,P,Majestic,*,*
1943,5,74,none,arable,Ar,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1944,5,74,none,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1945,5,74,none,arable,Ar,2,2nd treatment crop,winter wheat,W,Red Standard,*,*
1946,5,74,none,arable,Ar,3,3rd treatment crop,sugar beet,SBe,Klein E,*,*
1947,5,74,none,arable,Ar,4,1st test crop,potatoes,P,Majestic,*,*
1948,5,74,none,arable,Ar,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1949,5,74,none,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1950,5,74,none,arable,Ar,2,2nd treatment crop,winter rye,R ,King II,*,*
1951,5,74,none,arable,Ar,3,3rd treatment crop,sugar beet,SBe,Klein E,*,*
1952,5,74,none,arable,Ar,4,1st test crop,potatoes,P,Majestic,*,*
1953,5,74,none,arable,Ar,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1954,5,74,none,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1955,5,74,none,arable,Ar,2,2nd treatment crop,winter rye,R ,King II,*,*
1956,5,74,none,arable,Ar,3,3rd treatment crop,carrots,C,James's Scarlet Intermediate,*,*
1957,5,74,none,arable,Ar,4,1st test crop,sugar beet,SBe,Klein E,*,*
1958,5,74,none,arable,Ar,5,2nd test crop,spring barley,B,Herta,*,*
1959,5,74,none,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1960,5,74,none,arable,Ar,2,2nd treatment crop,winter rye,R ,King II,*,*
1961,5,74,none,arable,Ar,3,3rd treatment crop,carrots,C,James's Scarlet Intermediate,*,*
1962,5,74,none,arable,Ar,4,1st test crop,sugar beet,SBe,Klein E,*,*
1963,5,74,none,arable,Ar,5,2nd test crop,spring barley,B,Proctor,*,*
1964,5,74,none,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1965,5,74,none,arable,Ar,2,2nd treatment crop,winter rye,R ,King II,*,*
1966,5,74,none,arable,Ar,3,3rd treatment crop,carrots,C,Autumn King,*,*
1967,5,74,none,arable,Ar,4,1st test crop,sugar beet,SBe,Klein E,*,*
1968,5,74,none,arable,Ar,5,2nd test crop,spring barley,B,Maris Badger,*,*
1969,5,74,none,arable,Ar,1,1st treatment crop,potatoes,P,Maris Piper,*,*
1970,5,74,none,arable,Ar,2,2nd treatment crop,winter rye,R ,King II,*,*
1971,5,74,none,arable,Ar,3,3rd treatment crop,carrots,C,Autumn King,*,*
1972,5,74,none,arable,Ar,4,1st test crop,potatoes,P,Maris Piper,*,*
1973,5,74,none,arable,Ar,5,2nd test crop,winter wheat,W,Cappelle,*,*
1974,5,74,none,arable,AF,1,1st treatment crop,potatoes,P,Maris Piper,*,*
1975,5,74,none,arable,AF,2,2nd treatment crop,spring barley,B,Julia,*,*
1976,5,74,none,arable,AF,3,3rd treatment crop,spring oats,O*,Manod,*,3
1977,5,74,none,arable,AF,4,1st test crop,winter wheat,W,Cappelle,*,*
